~from,~to
72981,123658
48139,73687
33686,125163
49891,116281
126731,28408
50906,40130
42432,77361
105738,134018
82260,134018
53280,102715
94090,139945
76572,75380
90109,125146
103608,29127
81776,60715
115715,42122
99429,38879
48245,69282
37478,48625
107261,56945
98545,98833
141349,98833
29886,52349
139387,24287
109116,29439
91604,71425
95605,85894
109209,85894
137030,142931
142003,79478
10416,127022
95807,91672
105738,132643
21916,93946
98181,57474
78169,52359
61817,52359
55002,101043
55550,100577
43338,28727
137695,74978
67540,104776
41400,104776
52816,113591
6780,22589
100942,39096
42432,16014
10387,29407
68254,17171
103428,9638
31107,29226
40873,29226
35635,94396
19526,10520
63725,86584
133742,125715
5733,96648
69848,14320
61340,75793
68418,95086
5733,127951
3393,76775
99851,24948
75083,20123
103165,20123
16595,52952
31950,89759
5850,118593
133570,64519
41459,94353
80301,94353
48303,28747
19719,77283
111035,143939
136419,93171
13855,128433
116814,92772
20165,92772
19382,92772
111618,92772
99679,92772
28507,92772
18401,123581
26572,75194
78815,12530
20718,12530
90502,48457
42405,48457
18401,135429
67540,20832
138114,81361
101706,15916
2331,830
74930,830
40260,20705
67026,589
23674,4180
20755,4180
109116,37299
33686,55509
91825,88580
72119,17709
15316,52631
83977,52631
69159,59679
11454,18825
125298,65263
56073,63375
53690,130944
63740,106222
23128,127832
97218,96676
29981,96676
123028,23325
27664,5021
142878,34275
19157,17911
137349,30783
129966,91110
48303,91110
21861,135464
24790,104968
57503,121252
66406,75758
37440,115748
16725,111301
141401,37034
78815,37034
72119,114658
76,83590
84876,96777
129225,55252
121746,32692
57321,78716
134070,82404
82957,85927
48044,96617
92189,127269
61443,75301
34937,18869
127955,10057
115227,91053
138998,18670
139286,81530
103606,81530
122648,69583
24790,22249
12179,51811
120240,52110
30605,60416
18759,124609
128908,103606
34897,119298
143931,119298
65742,79386
76512,38488
104493,65018
60963,75213
63942,108901
39545,108901
120240,53576
110971,106222
999,76066
6680,37233
117365,35873
20718,139460
96065,21630
72240,74407
37440,36024
33544,4555
56149,92473
23888,12505
42432,141092
25895,89777
86037,79106
90042,42836
5748,42836
52816,17704
27526,46458
631,42967
78393,114406
30451,129092
45911,129092
68216,15426
32883,93228
109544,93228
2177,72903
11685,115885
70992,74116
29981,72662
32812,72662
46977,56868
87540,75120
48746,23992
59279,119632
59820,61109
11685,64049
138177,43111
82430,117241
41133,38230
117804,38230
77990,137942
56974,135957
96227,112476
8227,26876
100938,4348
116496,42583
77401,123247
93740,120129
142732,25604
20718,114076
88025,114076
97431,4802
134925,51005
38503,88223
69175,55281
110632,108224
62015,42718
30451,15539
107464,69939
110203,82115
115124,115158
46790,115158
103096,72141
49891,22568
10603,139971
96968,9521
52437,76671
303,141455
6540,62203
55550,88254
134594,141485
98183,62991
115715,57760
138274,57760
69686,57760
94983,54824
33673,54824
50299,102935
130494,102935
94090,3854
77658,67692
200,70877
120525,105956
70286,117362
65587,126463
102523,70691
33675,85214
49885,118923
125298,112131
60963,106921
17443,25466
12801,137490
14472,57224
193,104002
86051,66148
55973,58518
84762,78606
84876,113921
1164,37815
54120,127684
125205,40493
99708,70717
114711,102316
26506,133462
42405,52026
19719,127396
110116,47760
88254,83516
90682,112301
131050,64359
53050,108447
20718,106960
114495,58590
137349,31591
78967,113573
136828,3155
55194,26551
7407,128950
94760,101056
17995,52774
87096,118057
3495,118057
60002,83898
61977,132256
105525,48336
77247,142136
47719,56800
18925,98944
106204,22235
123022,34863
138669,130425
85256,114164
6680,34365
129844,15667
98583,50154
17443,70168
43937,7263
98555,101199
122898,19774
33300,41734
63445,101888
61629,68819
79696,68819
133787,93273
53779,108292
140705,27749
21861,113872
119985,121756
115124,104942
136824,104942
115761,137406
76,8333
121491,72759
95576,72759
69314,46977
41535,46977
90607,30253
21456,48511
131050,43856
125920,37157
15712,56680
60255,56680
13496,51462
7261,123279
47737,9796
43522,109610
15823,19993
42129,20834
104032,20834
98183,60297
98545,119335
84876,22788
7629,51939
76740,51939
141487,652
12530,48108
999,125826
115645,62120
116234,97484
143835,46664
77928,44216
135309,86554
54120,86554
94520,118894
113558,40863
69686,162
10603,24982
136111,135552
112092,69489
45191,69489
103444,60832
18791,120226
126492,27236
69686,73413
21767,84509
82485,107513
129225,71988
101597,80579
35704,99822
98421,60356
109116,112037
792,44515
56974,120006
61745,39857
32859,103335
76053,103335
47424,31586
46841,19146
33917,68824
6212,68824
99829,84280
76898,80759
71251,49348
30279,83629
102561,136603
16447,67615
81978,67615
50906,58414
80150,97710
100497,62450
79578,121028
13294,53640
57321,26484
59755,67586
129893,106468
33675,112662
107481,112662
8008,8638
125298,118999
21305,104525
98134,93789
99679,99679
32632,99679
33736,124743
29620,126457
42529,57236
31813,64464
35018,26528
32883,89439
42840,89439
108688,7434
94404,35803
52653,35803
123722,118805
76572,51767
95593,63862
44994,17278
114700,45728
94787,133590
64926,133590
105525,98011
38989,120482
110441,72891
23629,93440
64230,24198
2331,97480
53690,97480
115761,130235
108688,56252
133904,105094
33932,7765
67044,139435
108644,26984
32487,63181
49790,17012
69175,143753
82324,32247
5733,75606
142604,65015
123722,116024
118809,137930
32039,137930
134854,137930
96929,143784
33736,63195
132445,3215
7124,121440
87540,35919
16068,28917
98817,12256
99204,53536
77308,129471
13307,72406
76,47867
76572,127625
16595,102169
28098,140889
40776,40776
63811,69308
72215,123065
133063,123065
32844,123065
52217,72605
27309,53647
50173,131075
76053,62717
143317,24514
116234,48863
128031,33430
10534,109657
50580,95836
21651,126835
71367,126835
25895,75312
54372,93216
116496,77792
89210,64828
42853,64828
9106,134271
76473,99698
131415,33686
133974,87822
72240,138773
23709,95245
110136,95358
42405,42587
73861,90793
72391,38373
34894,12031
29715,35207
82741,85594
32899,92024
143183,130234
21639,53404
47714,53404
43638,19978
66926,84653
76477,93903
117429,39166
5680,6037
75301,37911
81826,37882
32891,40864
64972,64072
12456,74857
48784,15087
82485,33158
48303,78214
999,78214
135993,18439
64433,8938
99063,41014
52899,141319
83646,129530
18401,2822
61745,100953
76898,103115
143872,73598
50906,100129
125298,11526
21916,114168
28098,74816
69296,214
99302,36913
7723,101679
13294,99935
76813,54199
141401,84004
10416,93711
8227,121797
99418,133583
61519,4814
134242,53797
76912,17513
79082,88185
105705,4923
97290,143375
143410,88181
71653,31651
136320,66272
33736,47946
89999,65238
20568,50048
23513,34364
49026,132721
131415,132721
61745,42357
99708,125367
43638,63039
129844,50321
116897,67585
30605,110085
66704,60874
17499,18250
84762,140804
125205,33381
75301,38908
34377,81778
63725,61659
137349,7846
76813,68930
15100,85592
123722,85592
31935,91981
140047,64470
39339,27025
110897,23686
87540,38928
86136,11961
84063,34661
140543,135013
14323,32687
135819,53375
133570,110783
31813,108819
52816,110958
24790,139198
43817,126649
63725,49223
34894,22088
84063,36367
113790,128636
33736,4206
4304,112243
43371,117930
108710,19471
60951,83766
7443,136362
100728,132626
97574,49862
110454,106751
83338,131397
61585,31452
30634,65041
62496,6224
136437,126165
112776,121105
14947,38413
60917,132267
21767,138449
11685,128001
120496,105305
42432,77730
72877,69613
77688,42067
110170,99152
129782,71958
86136,121280
120129,98056
83253,98056
119955,110808
33300,66161
43162,29315
141021,118139
110441,54950
70823,31139
53779,38657
46535,69235
96929,69235
103430,131434
138114,42039
88246,7913
65126,75541
87753,6825
106279,102304
94774,112671
24174,18957
5382,7831
75307,37471
57298,92571
32266,94991
51463,74010
96231,4490
84006,29674
8766,44390
72215,59118
61269,74618
113798,72744
10485,17642
82100,91021
54520,71120
18759,52708
70992,92009
78393,71542
102523,18340
110897,5845
31734,134932
82957,16514
126000,13145
3642,72588
136419,133778
6436,142143
82260,127196
25895,22181
110897,62475
136267,133911
57686,81621
97923,134820
100984,137624
64564,102617
35935,124042
23175,122449
64048,77860
76116,16499
62250,84932
89913,29951
18578,9104
101355,103992
66148,1254
63445,31990
7246,136238
26463,136238
21767,77634
126463,122040
64413,91562
81155,93457
118411,63863
137973,130026
48640,65642
55334,15519
139311,59713
4374,132719
101355,34207
100022,104835
112762,55983
30805,20682
3785,23606
7723,15273
64972,84075
128031,73062
92438,22409
103206,9126
105152,59134
86038,93058
143872,92108
33300,92108
121152,53871
58155,117945
126731,95578
54115,9543
79082,38863
83020,42165
126074,75536
138886,91444
51092,83154
69680,124689
73901,71014
73901,32036
28814,4266
110897,3711
74689,108144
53329,20096
39413,115723
15477,136295
18925,136295
18290,136295
31192,136295
86252,122613
58797,73062
6436,15063
80150,64094
27305,21612
6708,131445
10416,142836
63445,63643
82877,139077
96488,69455
103245,5213
74754,108904
53422,108971
50880,2133
132803,94128
9672,73417
129177,16466
136376,53515
107496,48186
78716,57796
128391,10348
54770,78251
81475,119085
1748,137755
107699,8678
98134,85513
19293,60696
56069,27531
49891,22774
25071,44940
19120,44940
140319,98697
33686,119263
99429,6694
34897,46836
130642,46836
55677,46836
74582,9362
121519,125069
5677,140702
46949,21466
133063,38905
10355,24695
134144,67597
88254,83650
8620,113092
45046,117783
92584,59322
118285,125123
50036,14059
117393,85330
47719,108328
13496,43296
16068,143514
137973,127645
37681,96054
116732,85200
108386,13950
141532,71383
36538,87784
46949,72360
138816,17743
80834,11484
94652,72824
61629,126580
17190,107560
15518,74034
70992,50110
43522,141002
7443,85164
133145,85019
136419,117919
131641,14611
62250,66761
80598,76627
48333,118424
53535,50982
63445,115575
39082,115575
110203,114023
105152,103427
28829,124326
85256,126824
5733,116888
71415,16260
127695,39659
43371,47588
136206,92499
110116,92499
61745,11700
72240,115732
75722,18953
110391,18953
34961,107691
45291,119762
121638,106420
48168,106420
32266,94462
123173,141397
98793,32883
24721,141481
44517,23983
49190,2130
78716,86020
125298,19661
90156,101198
76572,33594
5370,100830
48396,16017
14472,140352
16068,107239
124016,32457
62250,131231
8620,36706
67167,41603
33917,83256
33736,83256
16345,102804
49206,22597
21939,80777
113499,20174
76215,41184
112035,79900
50906,104552
116882,1000
15823,1000
18791,14493
64972,12057
33026,89329
15712,75187
33736,51166
68924,77867
107067,15146
109373,68029
88254,9154
83646,57780
130492,86420
56735,6993
62622,3688
67540,3688
45046,14619
30240,20485
49190,55497
103926,87791
94774,77118
90033,20704
21767,76714
78860,96911
94510,19
59720,91261
64972,53860
92438,53860
120061,22524
112840,44649
67796,84783
21767,88730
73901,31449
84063,90880
28829,140076
5370,80880
123164,64991
59047,20801
61269,80329
110897,19831
90028,53398
38202,53398
121568,22433
33909,2053
40873,50442
109538,50442
37158,99973
123694,64440
34209,102017
138305,84875
62153,120906
60179,38248
43937,26139
50428,13362
113759,13362
21767,63050
72240,36057
57203,48824
3916,113114
87673,62015
128610,67591
95683,49855
75083,120789
61853,120789
19382,129209
98951,288
137655,1042
138114,141606
46949,21413
120309,136113
32556,808
808,808
105683,68677
47498,77611
78860,136642
5944,58321
40873,93571
11654,20295
82614,20295
78169,51643
83429,117917
47175,101489
123173,60969
104032,25213
46550,121894
133145,14053
112092,91218
114431,85969
123255,85969
72527,28666
39545,37748
87224,46563
75307,10111
136351,9651
71415,104032
60667,104032
38446,104032
133693,85083
49555,114365
137973,143042
136267,1537
5733,44571
63870,8427
76053,136939
116234,136939
21668,63243
119382,23375
33932,61806
131167,11407
60963,49629
20666,3367
136419,70609
121152,87569
44517,80019
81155,132689
57887,89182
112838,115444
51254,72240
94216,95543
141349,114480
128655,132206
77928,37636
119325,94792
56073,44961
92438,24645
137496,98267
98421,7502
106200,139438
122452,139438
112962,6477
113499,22242
33544,46317
76130,10840
82957,12524
55033,57868
17995,67165
61585,62699
25451,18169
24099,18169
77247,68346
8926,19225
115715,53198
122452,53198
20832,136944
28814,136944
81236,136944
21305,71344
35704,40101
16345,45188
133375,44306
125298,39296
38202,136728
69996,141228
67078,102185
55965,93304
70992,141718
121152,68447
3770,9674
95491,3165
70992,9969
54520,116235
79972,142878
43522,73833
76053,5103
96231,5103
130828,96642
94216,127106
3852,8324
103444,8324
95593,36781
130492,116708
87696,58168
16345,58168
121568,18843
52144,9721
133522,124580
17443,82031
96548,94469
118871,8629
126103,8629
3393,34996
100728,34996
116814,8343
54770,8343
19526,14821
117429,25685
49206,122907
94264,69983
58936,32076
66188,115263
105525,54473
112888,90483
30244,76027
94090,102456
102523,127389
72215,101609
102168,122342
33736,109444
30246,13702
61745,44857
69686,91688
4862,91688
77401,116559
140047,38916
94028,12754
104834,36484
95803,85148
76198,122907
21767,100023
24721,135314
64413,55877
8008,29189
108980,133287
14226,48832
127955,48458
55334,25778
21263,122400
66148,44262
46097,48253
132803,70753
49992,65064
23378,2717
96106,58032
76813,58032
46009,58830
137802,140030
76198,48620
56069,58152
77688,7336
137698,19656
135740,138878
136351,138878
99851,138878
631,38683
105091,115062
57432,104190
135220,39081
45291,26401
5051,128452
64048,64436
35018,9986
27083,36193
110102,62509
49992,83869
99204,83869
71059,83869
51429,15792
5959,7957
116234,107426
19252,29639
7905,21554
89416,66064
79466,27445
140178,132185
127033,132185
42623,130142
110897,29772
87753,15439
5944,6391
118164,76302
21556,21613
61346,47
76572,47
13377,12493
86252,115710
67489,115710
111336,138740
81454,39242
120496,48155
142660,63363
98555,106157
32899,35879
38709,134164
48139,139539
30244,117359
96676,8106
32632,18599
93512,33287
57518,21139
55977,2456
28098,125336
141782,20234
50142,67332
135171,26100
13013,23646
110951,45198
6160,63471
61691,108611
81454,124007
61269,12206
47498,124900
7368,106170
102523,34192
118164,47694
95807,70820
11685,23227
59279,72804
76066,132637
88254,37544
109544,94179
50299,94179
23513,24855
97025,92475
29147,38617
61977,95986
95823,58419
79794,58419
132022,106974
102523,77559
89391,52388
34733,82235
106238,104845
127166,41023
141681,30633
58233,21139
17427,129508
21305,50508
84876,124172
90567,48094
130918,125336
118092,22826
1706,94953
32247,99708
120129,140236
20270,83823
21767,44490
68693,67715
11454,17594
2492,111130
68254,63471
138286,76611
12159,76611
35569,109518
128034,59298
30634,124007
110897,128974
104032,103537
92265,109516
112840,18660
61585,59089
137802,141377
33760,9574
19891,21951
41325,124955
79578,17367
73507,94280
43228,85995
78716,138119
12377,76582
21040,142117
48168,48052
85256,118839
19719,38189
31162,5920
54206,6061
51769,57606
126596,57606
134594,85312
126492,85312
13916,94239
64048,47503
14947,87176
133375,76679
32556,3438
82957,57975
120525,47932
6160,54507
81255,54507
73901,69908
119325,75887
49891,75887
142327,75887
35290,57376
126000,93955
73901,30327
54389,36948
70992,26756
5959,9265
25895,127300
34961,122341
99044,44643
33300,82418
79578,37293
15811,30126
30882,47144
131597,8191
2388,124339
129225,88103
124302,32056
49036,10544
69615,3085
119088,78502
44013,95952
5733,22842
83646,89126
17320,88373
35170,11752
102523,64411
126029,92156
11420,38722
94862,31198
106440,10770
41133,34448
72877,34448
71415,23067
33300,48052
11685,123688
53237,11673
7925,127906
70992,49621
104032,98493
133762,27886
10485,135606
126000,88921
104032,48184
33917,85312
122452,85312
47719,89921
98689,40275
49891,2819
101858,46447
44013,15985
58936,67181
54770,62585
60749,8933
57432,87176
53422,59308
26320,135307
127370,97467
43937,104657
76,54507
57503,41354
67439,75887
19252,51686
98181,54438
45046,22400
68410,21498
63725,3107
20270,33313
138886,84063
140543,57376
12228,14036
63870,46992
115064,29548
34937,5601
118809,87745
